"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Lost at c: A user study on the security implications of large language model code assistants","https://scispace.com/paper/lost-at-c-a-user-study-on-the-security-implications-of-large-3acvw08n","2022","","","Gustavo Sandoval
Hammond Pearce
Teo Nys
Ramesh Karri
Siddharth Garg
Brendan Dolan-Gavitt","","https://www.usenix.org/system/files/usenixsecurity23-sandoval.pdf","… the programming patterns in both groups, we created a cloudbased integrated development environment (IDE) that links to a Codex LLM in the back-end to behave like GitHub Copilot. …","Large Language Models (LLMs) such as OpenAI Codex are increasingly being used as AI-based coding assistants. Understanding the impact of these tools on developers' code is paramount, especially as recent work showed that LLMs may suggest cybersecurity vulnerabilities. We conduct a security-driven user study (N=58) to assess code written by student programmers when assisted by LLMs. Given the potential severity of low-level bugs as well as their relative frequency in real-world projects, we tasked participants with implementing a singly-linked 'shopping list' structure in C. Our results indicate that the security impact in this setting (low-level C with pointer and array manipulations) is small: AI-assisted users produce critical security bugs at a rate no greater than 10% more than the control, indicating the use of LLMs does not introduce new security risks."
"Agents in software engineering: Survey, landscape, and vision","https://scispace.com/paper/agents-in-software-engineering-survey-landscape-and-vision-olqq19h52l9g","2024","Journal Article","","Yanlin Wang
Wanjun Zhong
Yanxian Huang
Ensheng Shi
Min Yang
Jiachi Chen
Huijun Li
Yuchi Ma
Qianxiang Wang
Zibin Zheng","10.48550/arxiv.2409.09030","https://arxiv.org/pdf/2409.09030?","… the framework of LLM-based agents in SE. In this paper, we conduct the first survey of the studies on combining LLM-based agents with SE and present a framework of LLM-based …","In recent years, Large Language Models (LLMs) have achieved remarkable success and have been widely used in various downstream tasks, especially in the tasks of the software engineering (SE) field. We find that many studies combining LLMs with SE have employed the concept of agents either explicitly or implicitly. However, there is a lack of an in-depth survey to sort out the development context of existing works, analyze how existing works combine the LLM-based agent technologies to optimize various tasks, and clarify the framework of LLM-based agents in SE. In this paper, we conduct the first survey of the studies on combining LLM-based agents with SE and present a framework of LLM-based agents in SE which includes three key modules: perception, memory, and action. We also summarize the current challenges in combining the two fields and propose future opportunities in response to existing challenges. We maintain a GitHub repository of the related papers at: https://github.com/DeepSoftwareAnalytics/Awesome-Agent4SE. "
"Chatunitest: A framework for llm-based test generation","https://scispace.com/paper/chatunitest-a-framework-for-llm-based-test-generation-37jbgz8feq","2024","Journal Article","","Y. S. Chen
Zhenguo Hu
Chongyang Zhi
Junxiao Han
Shuiguang Deng
J. Q. Yin","10.1145/3663529.3663801","https://dl.acm.org/doi/pdf/10.1145/3663529.3663801","… TestPilot [26], a leading LLM-… LLM-based generation, and the other uses EvoSuite for search-based generation. However, we have identified two primary limitations associated with llm-…","Unit testing is an essential yet frequently arduous task. Various automated unit test generation tools have been introduced to mitigate this challenge. Notably, methods based on large language models (LLMs) have garnered considerable attention and exhibited promising results in recent years. Nevertheless, LLM-based tools encounter limitations in generating accurate unit tests. This paper presents ChatUniTest, an LLM-based automated unit test generation framework. ChatUniTest incorporates an adaptive focal context mechanism to encompass valuable context in prompts and adheres to a generation-validation-repair mechanism to rectify errors in generated unit tests. Subsequently, we have developed ChatUniTest Core, a common library that implements core workflow, complemented by the ChatUniTest Toolchain, a suite of seamlessly integrated tools enhancing the capabilities of ChatUniTest. Our effectiveness evaluation reveals that ChatUniTest outperforms TestSpark and EvoSuite in half of the evaluated projects, achieving the highest overall line coverage. Furthermore, insights from our user study affirm that ChatUniTest delivers substantial value to various stakeholders in the software testing domain. ChatUniTest is available at https://github.com/ZJU-ACES-ISE/ChatUniTest, and the demo video is available at https://www.youtube.com/watch?v=GmfxQUqm2ZQ."
"An empirical study on usage and perceptions of llms in a software engineering project","https://scispace.com/paper/an-empirical-study-on-usage-and-perceptions-of-llms-in-a-3lpqlfibqc","2024","Journal Article","arXiv.org","Sanka Rasnayaka
Guanlin Wang
Ridwan Shariffdeen
Ganesh Neelakanta Iyer","10.48550/arxiv.2401.16186","https://dl.acm.org/doi/pdf/10.1145/3643795.3648379","… for software development and identify valuable insights that can be helpful to further LLM usage … used by the students, and survey results for further analysis by the research community.…","Large Language Models (LLMs) represent a leap in artificial intelligence, excelling in tasks using human language(s). Although the main focus of general-purpose LLMs is not code generation, they have shown promising results in the domain. However, the usefulness of LLMs in an academic software engineering project has not been fully explored yet. In this study, we explore the usefulness of LLMs for 214 students working in teams consisting of up to six members. Notably, in the academic course through which this study is conducted, students were encouraged to integrate LLMs into their development tool-chain, in contrast to most other academic courses that explicitly prohibit the use of LLMs. In this paper, we analyze the AI-generated code, prompts used for code generation, and the human intervention levels to integrate the code into the code base. We also conduct a perception study to gain insights into the perceived usefulness, influencing factors, and future outlook of LLM from a computer science student's perspective. Our findings suggest that LLMs can play a crucial role in the early stages of software development, especially in generating foundational code structures, and helping with syntax and error debugging. These insights provide us with a framework on how to effectively utilize LLMs as a tool to enhance the productivity of software engineering students, and highlight the necessity of shifting the educational focus toward preparing students for successful human-AI collaboration."
"Demystifying llm-based software engineering agents","https://scispace.com/paper/demystifying-llm-based-software-engineering-agents-ggfthdn7z3we","2025","Journal Article","","Chun Xia
Yinlin Deng
Soren Dunn
Lingming Zhang","10.1145/3715754","https://dl.acm.org/doi/pdf/10.1145/3715754","… limitations of LLM agents in software development. We evaluate Agentless on the popular SWEbench Lite [Lite 2024] benchmark and demonstrate that Agentless not only achieves the …",""
"Patterns of student help-seeking when using a large language model-powered programming assistant","https://scispace.com/paper/patterns-of-student-help-seeking-when-using-a-large-language-430ennqdwc","2023","Journal Article","arXiv.org","Brad Sheese
Mark H. Liffiton
Jaromir Savelka
Paul Denny","10.48550/arxiv.2310.16984","https://dl.acm.org/doi/pdf/10.1145/3636243.3636249?utm_source=consensus","… of an innovative LLMpowered tool that provides on-demand programming assistance without … always-available LLM-powered TA over a semester-long course. Our evaluation is guided …","Providing personalized assistance at scale is a long-standing challenge for computing educators, but a new generation of tools powered by large language models (LLMs) offers immense promise. Such tools can, in theory, provide on-demand help in large class settings and be configured with appropriate guardrails to prevent misuse and mitigate common concerns around learner over-reliance. However, the deployment of LLM-powered tools in authentic classroom settings is still rare, and very little is currently known about how students will use them in practice and what type of help they will seek. To address this, we examine students’ use of an innovative LLM-powered tool that provides on-demand programming assistance without revealing solutions directly. We deployed the tool for 12 weeks in an introductory computer and data science course (n = 52), collecting more than 2,500 queries submitted by students throughout the term. We manually categorized all student queries based on the type of assistance sought, and we automatically analyzed several additional query characteristics. We found that most queries requested immediate help with programming assignments, whereas fewer requests asked for help on related concepts or for deepening conceptual understanding. Furthermore, students often provided minimal information to the tool, suggesting this is an area in which targeted instruction would be beneficial. We also found that students who achieved more success in the course tended to have used the tool more frequently overall. Lessons from this research can be leveraged by programming educators and institutions who plan to augment their teaching with emerging LLM-powered tools."
"Inducing Vulnerable Code Generation in LLM Coding Assistants","https://scispace.com/paper/inducing-vulnerable-code-generation-in-llm-coding-assistants-mib0vi1nkyrb","2025","Journal Article","arXiv.org","Binqi Zeng
Quan Zhang
Chijin Zhou
Gwihwan Go
Yu Jiang
Heyuan Shi","10.48550/arxiv.2504.15867","https://arxiv.org/pdf/2504.15867","… In contrast, our dataset is tailored to security research on code generated by LLMbased coding assistants, including problem descriptions, code descriptions, and code in multiple …",""
"Soen-101: Code generation by emulating software process models using large language model agents","https://scispace.com/paper/soen-101-code-generation-by-emulating-software-process-fm1dlcwvmfv2","2025","Journal Article","","Feng Lin
Dong Jae Kim
Tse-Hsun Chen","10.1109/icse55347.2025.00140","https://arxiv.org/pdf/2403.15852","… Although one can easily replace the LLM in our experiment, the findings may be different. Future studies on how the results of FlowGen change when using different LLMs. Construct …",""
"Evaluation of openai codex for hpc parallel programming models kernel generation","https://scispace.com/paper/evaluation-of-openai-codex-for-hpc-parallel-programming-1azwot49","2023","Posted Content","arXiv.org","William F. Godoy
Pedro Valero-Lara
Keita Teranishi
Prasanna Balaprakash
Jeffrey S. Vetter","10.1145/3605731.3605886","https://dl.acm.org/doi/pdf/10.1145/3605731.3605886","… heterogeneity of hardware and programming models [46], AI-… , and test software that targets high-performance computing (… for GPT-3 LLM capabilities that would help redefine software …","We evaluate AI-assisted generative capabilities on fundamental numerical kernels in high-performance computing (HPC), including AXPY, GEMV, GEMM, SpMV, Jacobi Stencil, and CG. We test the generated kernel codes for a variety of language-supported programming models, including (1) C++ (e.g., OpenMP [including offload], OpenACC, Kokkos, SyCL, CUDA, and HIP), (2) Fortran (e.g., OpenMP [including offload] and OpenACC), (3) Python (e.g., numba, Numba, cuPy, and pyCUDA), and (4) Julia (e.g., Threads, CUDA.jl, AMDGPU.jl, and KernelAbstractions.jl). We use the GitHub Copilot capabilities powered by OpenAI Codex available in Visual Studio Code as of April 2023 to generate a vast amount of implementations given simple++prompt variants. To quantify and compare the results, we propose a proficiency metric around the initial 10 suggestions given for each prompt. Results suggest that the OpenAI Codex outputs for C++ correlate with the adoption and maturity of programming models. For example, OpenMP and CUDA score really high, whereas HIP is still lacking. We found that prompts from either a targeted language such as Fortran or the more general-purpose Python can benefit from adding code keywords, while Julia prompts perform acceptably well for its mature programming models (e.g., Threads and CUDA.jl). We expect for these benchmarks to provide a point of reference for each programming model's community. Overall, understanding the convergence of large language models, AI, and HPC is crucial due to its rapidly evolving nature and how it is redefining human-computer interactions."
"A critical review of large language model on software engineering: An example from chatgpt and automated program repair","https://scispace.com/paper/a-critical-review-of-large-language-model-on-software-4xk0fpmogq","2023","Journal Article","arXiv.org","Quanjun Zhang
Tongke Zhang
Juan Zhai
Chunrong Fang
Bo-Chen Yu
Weisong Sun
Zhenyu Chen","10.48550/arxiv.2310.08879","https://arxiv.org/pdf/2310.08879","… promising performance across a variety of Software Engineering (SE) tasks, … LLM, has been investigated by numerous recent research studies and has shown impressive performance …","Large Language Models (LLMs) have been gaining increasing attention and demonstrated promising performance across a variety of Software Engineering (SE) tasks, such as Automated Program Repair (APR), code summarization, and code completion. For example, ChatGPT, the latest black-box LLM, has been investigated by numerous recent research studies and has shown impressive performance in various tasks. However, there exists a potential risk of data leakage since these LLMs are usually close-sourced with unknown specific training details, e.g., pre-training datasets. In this paper, we seek to review the bug-fixing capabilities of ChatGPT on a clean APR benchmark with different research objectives. We first introduce {\benchmark}, a new benchmark with buggy and the corresponding fixed programs from competitive programming problems starting from 2023, after the training cutoff point of ChatGPT. The results on {\benchmark} show that ChatGPT is able to fix 109 out of 151 buggy programs using the basic prompt within 35 independent rounds, outperforming state-of-the-art LLMs CodeT5 and PLBART by 27.5\% and 62.4\% prediction accuracy. We also investigate the impact of three types of prompts, i.e., problem description, error feedback, and bug localization, leading to additional 34 fixed bugs. Besides, we provide additional discussion from the interactive nature of ChatGPT to illustrate the capacity of a dialog-based repair workflow with 9 additional fixed bugs. Inspired by the findings, we further pinpoint various challenges and opportunities for advanced SE study equipped with such LLMs (e.g.,~ChatGPT) in the near future. More importantly, our work calls for more research on the reevaluation of the achievements obtained by existing black-box LLMs across various SE tasks, not limited to ChatGPT on APR."
"Generate and pray: Using sallms to evaluate the security of llm generated code","https://scispace.com/paper/generate-and-pray-using-sallms-to-evaluate-the-security-of-3kuit6ql5s","2023","Journal Article","arXiv.org","Mohammed Latif Siddiq
Joanna C. S. Santos","10.48550/arxiv.2311.00889","https://lsiddiqsunny.github.io/public/2311.00889.pdf","… and security smells. While a vulnerability is a flaw in a software system that can be exploited to compromise the system’s security, security smells are frequently used programming …","With the growing popularity of Large Language Models (e.g. GitHub Copilot, ChatGPT, etc.) in software engineers' daily practices, it is important to ensure that the code generated by these tools is not only functionally correct but also free of vulnerabilities. Although LLMs can help developers to be more productive, prior empirical studies have shown that LLMs can generate insecure code. There are two contributing factors to the insecure code generation. First, existing datasets used to evaluate Large Language Models (LLMs) do not adequately represent genuine software engineering tasks sensitive to security. Instead, they are often based on competitive programming challenges or classroom-type coding tasks. In real-world applications, the code produced is integrated into larger codebases, introducing potential security risks. There's a clear absence of benchmarks that focus on evaluating the security of the generated code. Second, existing evaluation metrics primarily focus on the functional correctness of the generated code while ignoring security considerations. Metrics such as pass@k gauge the probability of obtaining the correct code in the top k suggestions. Other popular metrics like BLEU, CodeBLEU, ROUGE, and METEOR similarly emphasize functional accuracy, neglecting security implications. In light of these research gaps, in this paper, we described SALLM, a framework to benchmark LLMs' abilities to generate secure code systematically. This framework has three major components: a novel dataset of security-centric Python prompts, an evaluation environment to test the generated code, and novel metrics to evaluate the models' performance from the perspective of secure code generation."
"UA-Code-Bench: A Competitive Programming Benchmark for Evaluating LLM Code Generation in Ukrainian","https://scispace.com/paper/ua-code-bench-a-competitive-programming-benchmark-for-ny7cfa7aio9h","2025","Repository","","M Syromiatnikov
V Ruvinskaya","10.15276/ict.02.2025.47","https://arxiv.org/pdf/2511.05040","… rigorous evaluation of LLM code generation correctness and efficiency on competitive programming … with programming tasks of different complexities sampled from the Eolymp platform; …","Evaluating the real capabilities of large language models in low-resource languages still represents a challenge, as many existing benchmarks focus on widespread tasks translated from English or evaluate only simple language understanding. This paper introduces UA-Code-Bench, a new open-source benchmark established for a thorough evaluation of language models' code generation and competitive programming problem-solving abilities in Ukrainian. The benchmark comprises 500 problems from the Eolymp platform, evenly distributed across five complexity levels from very easy to very hard. A diverse set of 13 leading proprietary and open-source models, generating Python solutions based on a one-shot prompt, was evaluated via the dedicated Eolymp environment against hidden tests, ensuring code correctness. The obtained results reveal that even top-performing models, such as OpenAI o3 and GPT-5, solve only half of the problems, highlighting the challenge of code generation in low-resource natural language. Furthermore, this research presents a comprehensive analysis of performance across various difficulty levels, as well as an assessment of solution uniqueness and computational efficiency, measured by both elapsed time and memory consumption of the generated solutions. In conclusion, this work demonstrates the value of competitive programming benchmarks in evaluating large language models, especially in underrepresented languages. It also paves the way for future research on multilingual code generation and reasoning-enhanced models. The benchmark, data parsing, preparation, code generation, and evaluation scripts are available at https://huggingface.co/datasets/NLPForUA/ua-code-bench. "
"The impact of large language models on programming education and student learning outcomes","https://scispace.com/paper/the-impact-of-large-language-models-on-programming-education-2pesc83nwm","2024","Journal Article","Applied Sciences","Gregor Jošt
Viktor Taneski
Sašo Karakatič","10.3390/app14104115","","… performance in a controlled, LLM-free environment, this study aims to explain the nuanced impact of LLM usage on undergraduate programming students’ ability to independently solve …","Recent advancements in Large Language Models (LLMs) like ChatGPT and Copilot have led to their integration into various educational domains, including software development education. Regular use of LLMs in the learning process is still not well-researched; thus, this paper intends to fill this gap. The paper explores the nuanced impact of informal LLM usage on undergraduate students’ learning outcomes in software development education, focusing on React applications. We carefully designed an experiment involving thirty-two participants over ten weeks where we examined unrestricted but not specifically encouraged LLM use and their correlation with student performance. Our results reveal a significant negative correlation between increased LLM reliance for critical thinking-intensive tasks such as code generation and debugging and lower final grades. Furthermore, a downward trend in final grades is observed with increased average LLM use across all tasks. However, the correlation between the use of LLMs for seeking additional explanations and final grades was not as strong, indicating that LLMs may serve better as a supplementary learning tool. These findings highlight the importance of balancing LLM integration with the cultivation of independent problem-solving skills in programming education."
"Multi-language software development in the llm era: Insights from practitioners' conversations with chatgpt","https://scispace.com/paper/multi-language-software-development-in-the-llm-era-insights-2wxrqcfyb4zi","2024","Journal Article","","Lucas Almeida Aguiar
Matheus Paixão
Rafael Augusto Ferreira do Carmo
Edson L.C. Soares
Antonio Leal
Mélanie Freitas
Eliakim Gama","10.1145/3674805.3690755","https://dl.acm.org/doi/pdf/10.1145/3674805.3690755","… to solve different software problems. A survey suggested a rather universal usage of MLSD among open-source projects, with a mean number of 5 programming languages used per …",""
"Using an llm to help with code understanding","https://scispace.com/paper/using-an-llm-to-help-with-code-understanding-dmbl91gg3w","2024","Journal Article","","Daye Nam
Andrew Macvean
Vincent J. Hellendoorn
Bogdan Vasilescu
Brad A. Myers","10.1145/3597503.3639187","https://dl.acm.org/doi/pdf/10.1145/3597503.3639187","… -based tools to satisfy information needs for code understanding, and take a step forward to test the actual utility of an LLM-integrated programming tool by assessing performance …","Understanding code is challenging, especially when working in new and complex development environments. Code comments and documentation can help, but are typically scarce or hard to navigate. Large language models (LLMs) are revolutionizing the process of writing code. Can they do the same for helping understand it? In this study, we provide a first investigation of an LLM-based conversational UI built directly in the IDE that is geared towards code understanding. Our IDE plugin queries OpenAI's GPT-3.5-turbo model with four high-level requests without the user having to write explicit prompts: to explain a highlighted section of code, provide details of API calls used in the code, explain key domain-specific terms, and provide usage examples for an API. The plugin also allows for open-ended prompts, which are automatically contextualized to the LLM with the program being edited. We evaluate this system in a user study with 32 participants, which confirms that using our plugin can aid task completion more than web search. We additionally provide a thorough analysis of the ways developers use, and perceive the usefulness of, our system, among others finding that the usage and benefits differ between students and professionals. We conclude that in-IDE prompt-less interaction with LLMs is a promising future direction for tool builders. "
"An empirical study on challenges for llm application developers","https://scispace.com/paper/an-empirical-study-on-challenges-for-llm-application-4nd7kfdi92nw","2025","Journal Article","ACM Transactions on Software Engineering and Methodology","Xiang Chen
Gao Chao-yang
Chunyang Chen
Guangbei Zhang
Yong Liu","10.1145/3715007","https://dl.acm.org/doi/pdf/10.1145/3715007","… implement necessary security measures. … LLM development, we examine the number of new posts and new users added over each period. Our findings indicate that LLM development …","In recent years, large language models (LLMs) have seen rapid advancements, significantly impacting various fields such as computer vision, natural language processing, and software engineering. These LLMs, exemplified by OpenAI’s ChatGPT, have revolutionized the way we approach language understanding and generation tasks. However, in contrast to traditional software development practices, LLM development introduces new challenges for AI developers in design, implementation, and deployment. These challenges span different areas (such as prompts, APIs, and plugins), requiring developers to navigate unique methodologies and considerations specific to LLM application development. Despite the profound influence of LLMs, to the best of our knowledge, these challenges have not been thoroughly investigated in previous empirical studies. To fill this gap, we present the first comprehensive study on understanding the challenges faced by LLM developers. Specifically, we crawl and analyze 29,057 relevant questions from a popular OpenAI developer forum. We first examine their popularity and difficulty. After manually analyzing 2,364 sampled questions, we construct a taxonomy of challenges faced by LLM developers. Based on this taxonomy, we summarize a set of findings and actionable implications for LLM-related stakeholders, including developers and providers (especially the OpenAI organization). "
"Reasoning and planning with large language models in code development","https://scispace.com/paper/reasoning-and-planning-with-large-language-models-in-code-ax3l3wl4eu9a","","","","Hao Ding
Ziwei Fan
Ingo Guehring
Gaurav Gupta
Wooseok Ha
Jun Huan
Linbo Liu
Behrooz Omidvar-Tehrani
Shiqi Wang
Hao Zhou","10.1145/3637528.3671452","https://dl.acm.org/doi/pdf/10.1145/3637528.3671452","… Throughout this survey, we highlight the various aspects of LLM ecosystem that are crucial to their success in code development, including pre-training, fine-tuning, prompt engineering, …","Large Language Models (LLMs) are revolutionizing the field of code development by leveraging their deep understanding of code patterns, syntax, and semantics to assist developers in various tasks, from code generation and testing to code understanding and documentation. In this survey, accompanying our proposed lecture-style tutorial for KDD 2024, we explore the multifaceted impact of LLMs on the code development, delving into techniques for generating a high-quality code, creating comprehensive test cases, automatically generating documentation, and engaging in an interactive code reasoning. Throughout the survey, we highlight some crucial components surrounding LLMs, including pre-training, fine-tuning, prompt engineering, iterative refinement, agent planning, and hallucination mitigation. We put forward that such ingredients are essential to harness the full potential of these powerful AI models in revolutionizing software engineering and paving the way for a more efficient, effective, and innovative future in code development."
"An empirical evaluation of using large language models for automated unit test generation","https://scispace.com/paper/an-empirical-evaluation-of-using-large-language-models-for-4u07o39c3f","2024","Journal Article","IEEE Transactions on Software Engineering","Max Schäfer
Sarah Nadi
Aryaz Eghbali
Frank Tip","10.1109/tse.2023.3334955","https://arxiv.org/pdf/2302.06527","… This paper presents a large-scale empirical evaluation on … Concretely, we consider an approach where the LLM is … We implement our approach in TESTPILOT, an adaptive LLM-based …","Unit tests play a key role in ensuring the correctness of software. However, manually creating unit tests is a laborious task, motivating the need for automation. Large Language Models (LLMs) have recently been applied to various aspects of software development, including their suggested use for automated generation of unit tests, but while requiring additional training or few-shot learning on examples of existing tests. This paper presents a large-scale empirical evaluation on the effectiveness of LLMs for automated unit test generation without requiring additional training or manual effort. Concretely, we consider an approach where the LLM is provided with prompts that include the signature and implementation of a function under test, along with usage examples extracted from documentation. Furthermore, if a generated test fails, our approach attempts to generate a new test that fixes the problem by re-prompting the model with the failing test and error message. We implement our approach in T <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">est</small> P <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">ilot</small> , an adaptive LLM-based test generation tool for JavaScript that automatically generates unit tests for the methods in a given project’s API. We evaluate T <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">est</small> P <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">ilot</small> using OpenAI’s <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">gpt3.5-turbo</i> LLM on 25 npm packages with a total of 1,684 API functions. The generated tests achieve a median statement coverage of 70.2% and branch coverage of 52.8%. In contrast, the state-of-the feedback-directed JavaScript test generation technique, Nessie, achieves only 51.3% statement coverage and 25.6% branch coverage. Furthermore, experiments with excluding parts of the information included in the prompts show that all components contribute towards the generation of effective test suites. We also find that 92.8% of T <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">est</small> P <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">ilot</small> ’s generated tests have ≤ 50% similarity with existing tests (as measured by normalized edit distance), with none of them being exact copies. Finally, we run T <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">est</small> P <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">ilot</small> with two additional LLMs, OpenAI’s older <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">code-cushman-002</i> LLM and <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">StarCoder</i> , an LLM for which the training process is publicly documented. Overall, we observed similar results with the former (68.2% median statement coverage), and somewhat worse results with the latter (54.0% median statement coverage), suggesting that the effectiveness of the approach is influenced by the size and training set of the LLM, but does not fundamentally depend on the specific model. "
"Beyond code generation: An observational study of chatgpt usage in software engineering practice","https://scispace.com/paper/beyond-code-generation-an-observational-study-of-chatgpt-4lw1nkadma","2024","Journal Article","arXiv.org","Ranim Khojah
Mazen Mohamad
Philipp Leitner
Francisco Gomes de Oliveira Neto","10.48550/arxiv.2404.14901","https://dl.acm.org/doi/pdf/10.1145/3660788","… Still, we argue that future studies on LLM usage in software engineering need to take into … 5.2 Threats to Validity The external validity of our research has its limitations. Firstly, our …","Large Language Models (LLMs) are frequently discussed in academia and the general public as support tools for virtually any use case that relies on the production of text, including software engineering. Currently there is much debate, but little empirical evidence, regarding the practical usefulness of LLM-based tools such as ChatGPT for engineers in industry. We conduct an observational study of 24 professional software engineers who have been using ChatGPT over a period of one week in their jobs, and qualitatively analyse their dialogues with the chatbot as well as their overall experience (as captured by an exit survey). We find that, rather than expecting ChatGPT to generate ready-to-use software artifacts (e.g., code), practitioners more often use ChatGPT to receive guidance on how to solve their tasks or learn about a topic in more abstract terms. We also propose a theoretical framework for how (i) purpose of the interaction, (ii) internal factors (e.g., the user's personality), and (iii) external factors (e.g., company policy) together shape the experience (in terms of perceived usefulness and trust). We envision that our framework can be used by future research to further the academic discussion on LLM usage by software engineering practitioners, and to serve as a reference point for the design of future empirical LLM research in this domain."
"Agents4plc: Automating closed-loop plc code generation and verification in industrial control systems using llm-based agents","https://scispace.com/paper/agents4plc-automating-closed-loop-plc-code-generation-and-211ac0q8zhis","2024","Journal Article","","Zihan Liu
Rong Zeng
Dongxia Wang
Gang‐Ding Peng
Jingyi Wang
Lei Zhu
Peiyu Liu
Wenhai Wang","10.48550/arxiv.2410.14209","https://arxiv.org/pdf/2410.14209","… on high-level programming languages, and their performance in generating PLC code … present a novel LLM-based multiagent framework designed to address the limitations of current …","In industrial control systems, the generation and verification of Programmable Logic Controller (PLC) code are critical for ensuring operational efficiency and safety. While Large Language Models (LLMs) have made strides in automated code generation, they often fall short in providing correctness guarantees and specialized support for PLC programming. To address these challenges, this paper introduces Agents4PLC, a novel framework that not only automates PLC code generation but also includes code-level verification through an LLM-based multi-agent system. We first establish a comprehensive benchmark for verifiable PLC code generation area, transitioning from natural language requirements to human-written-verified formal specifications and reference PLC code. We further enhance our `agents' specifically for industrial control systems by incorporating Retrieval-Augmented Generation (RAG), advanced prompt engineering techniques, and Chain-of-Thought strategies. Evaluation against the benchmark demonstrates that Agents4PLC significantly outperforms previous methods, achieving superior results across a series of increasingly rigorous metrics. This research not only addresses the critical challenges in PLC programming but also highlights the potential of our framework to generate verifiable code applicable to real-world industrial applications. "
"Combining LLM-generated and test-based feedback in a MOOC for programming","https://scispace.com/paper/combining-llm-generated-and-test-based-feedback-in-a-mooc-19aocibpph","2024","Journal Article","","Hagit Gabbay
Anat Cohen","10.1145/3657604.3662040","https://dl.acm.org/doi/pdf/10.1145/3657604.3662040","… -generated feedback on learning outcomes and the acquisition of programming skills, in … assistance, we suggest comparing the performance of newer models in generating feedback…",""
"Test-driven development and llm-based code generation","https://scispace.com/paper/test-driven-development-and-llm-based-code-generation-4dnmdhdo3d14","2024","Proceedings Article","","Noble Saji Mathews
Mei Nagappan","10.1145/3691620.3695527","https://dl.acm.org/doi/pdf/10.1145/3691620.3695527","… We hypothesize that a problem statement’s difficulty could significantly impact an LLM’s performance in code generation. We aim to explore how varying levels of problem complexity …",""
"Assistance or disruption? exploring and evaluating the design and trade-offs of proactive ai programming support","https://scispace.com/paper/assistance-or-disruption-exploring-and-evaluating-the-design-r6ldtjsohoyv","2025","Journal Article","","Kevin Pu
Daniel Lazaro
Ian Arawjo
Haijun Xia
Tovi Grossman
Yan Chen","10.1145/3706598.3713357","https://dl.acm.org/doi/pdf/10.1145/3706598.3713357","… programming workfows remains unexplored. We introduce and evaluate Codellaborator, a design probe LLM agent that initiates programming … a within-subject experiment using three …",""
"Large language models for software engineering: A systematic literature review","https://scispace.com/paper/large-language-models-for-software-engineering-a-systematic-1j69c9384z","2023","Preprint","","Xinyi Hou
Yanjie Zhao
Yue Liu
Yang Zhou
Kailong Wang
Li Li
Xiapu Luo
David Lo
John Grundy
Haoyu Wang","10.48550/arxiv.2308.10620","https://dl.acm.org/doi/pdf/10.1145/3695988","… Codex, an LLM with 12 billion parameters, has … Python programming challenges posed by humans [43]. GPT-4 [320], an LLM from OpenAI, has been used with a strong performance in …","Large Language Models (LLMs) have significantly impacted numerous domains, including Software Engineering (SE). Many recent publications have explored LLMs applied to various SE tasks. Nevertheless, a comprehensive understanding of the application, effects, and possible limitations of LLMs on SE is still in its early stages. To bridge this gap, we conducted a systematic literature review on LLM4SE, with a particular focus on understanding how LLMs can be exploited to optimize processes and outcomes. We collect and analyze 229 research papers from 2017 to 2023 to answer four key research questions (RQs). In RQ1, we categorize different LLMs that have been employed in SE tasks, characterizing their distinctive features and uses. In RQ2, we analyze the methods used in data collection, preprocessing, and application highlighting the role of well-curated datasets for successful LLM for SE implementation. RQ3 investigates the strategies employed to optimize and evaluate the performance of LLMs in SE. Finally, RQ4 examines the specific SE tasks where LLMs have shown success to date, illustrating their practical contributions to the field. From the answers to these RQs, we discuss the current state-of-the-art and trends, identifying gaps in existing research, and flagging promising areas for future study. "
