"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"From Requirements to Code: Understanding Developer Practices in LLM-Assisted Software Engineering","https://scispace.com/paper/from-requirements-to-code-understanding-developer-practices-b2dxkx4bovym","2025","Journal Article","arXiv.org","Jonathan Ullrich
Matthias Koch
Andreas Vogelsang","10.48550/arxiv.2507.07548","","With the advent of generative LLMs and their advanced code generation capabilities, some people already envision the end of traditional software engineering, as LLMs may be able to produce high-quality code based solely on the requirements a domain expert feeds into the system. The feasibility of this vision can be assessed by understanding how developers currently incorporate requirements when using LLMs for code generation-a topic that remains largely unexplored. We interviewed 18 practitioners from 14 companies to understand how they (re)use information from requirements and other design artifacts to feed LLMs when generating code. Based on our findings, we propose a theory that explains the processes developers employ and the artifacts they rely on. Our theory suggests that requirements, as typically documented, are too abstract for direct input into LLMs. Instead, they must first be manually decomposed into programming tasks, which are then enriched with design decisions and architectural constraints before being used in prompts. Our study highlights that fundamental RE work is still necessary when LLMs are used to generate code. Our theory is important for contextualizing scientific approaches to automating requirements-centric SE tasks.","Researchers interviewed 18 developers to understand how they use LLMs for code generation, finding that requirements must be manually decomposed into programming tasks and enriched with design decisions before being used in prompts, highlighting the need for fundamental RE work."
"AI-Driven Development Is Here: Should You Worry?","https://scispace.com/paper/ai-driven-development-is-here-should-you-worry-303nc8m6","2022","Journal Article","IEEE Software","Neil Ernst
Gabriele Bavota
Tim Menzies","10.1109/MS.2021.3133805","","Artificial Intelligence Driven Development Environments (AIDEs) integrate the power of modern AI into IDEs like Visual Studio Code and JetBrains IntelliJ. By leveraging massive language models and the plethora of openly available source code, AIDEs promise to automate many of the obvious, routine tasks in programming. At the same time, AIDEs come with new challenges to think about, such as bias, legal compliance, security vulnerabilities, and their impact on learn programming.","Artificial Intelligence Driven Development Environments integrate the power of modern AI into IDEs like Visual Studio Code and JetBrains IntelliJ and come with new challenges to think about, such as bias, legal compliance, security vulnerabilities, and their impact on learn programming."
"Boosting Developer Efficiency with AI: A Technical Review","https://scispace.com/paper/boosting-developer-efficiency-with-ai-a-technical-review-tmh874zjbdcz","2025","Repository","","Siddhant Sonkar","10.5281/zenodo.17211169","","&lt;p&gt;&lt;span&gt;AI has emerged as a disruptive technology in modern software development and has improved traditional development approaches through intelligent automation and machine learning. This technical review outlines the full integration of AI technology into an entire software development lifecycle, along with how emergent algorithms and neural architectures provide means to increase developer productivity and code quality by using automation. AI-based tooling is being used for critical activities: automated coding, intelligent debugging and remediation, intelligent code review, documentation systems, and natural language processing for stakeholder communication. Today's AI systems have become adept at understanding programming semantics, producing language-matched code snippets, and recognizing exploitable patterns to create vulnerabilities. Optimizing project management, including parts management, scheduling meetings, and forecasts, can include the merits of productive analytic options based on deep learning patterns derived from massive datasets of historical data to guide decision-making and project resource management. The automated testing space can characterize the frenzy of test scenarios a tester must generate, while developing modern frameworks can engross themselves in extracting other tests from interacting sources by keeping track of various codes continually modified. Here, the converging elements and productivity boosts associated with AI introduce an elevating environment that accommodates human creative thought and productivity while automating the mundane. Moreover, will explore a new academic model of work, defining collaborative relationships that can ensure an effective future of human workers and AI adapting the conventions of modern software engineering.&lt;/span&gt;&lt;/p&gt; ",""
"Leveraging Artificial Intelligence for Software Development and System Design","https://scispace.com/paper/leveraging-artificial-intelligence-for-software-development-hfo3960ssk0e","2025","Journal Article","","Mikita Piastou
Mikita Piastou","10.61424/jcsit.v2i1.467","","This paper constitutes a comprehensive review of the scientific literature pertaining to the application of artificial intelligence (AI) in the process of code writing and the development of software and systems. It analyses the influence of AI on the various stages of the software development life cycle. The potential of AI to automate code generation and enhance its quality is examined, with quantitative data on productivity improvements and error reduction providing a foundation for this analysis. The paper presents a synopsis of research conducted by prominent companies on the utilization of artificial intelligence within the domain of software development. The study concludes with the identification of future trends and potential research directions in this dynamic field. ",""
"Examination of Code generated by Large Language Models","https://scispace.com/paper/examination-of-code-generated-by-large-language-models-4t7njea3axyl","2024","Journal Article","","Robin Beer
Alexander Feix
Tim Guttzeit
Tamara Muras
Vincent C. Müller
Maurice Rauscher
Florian Schäffler
Welf Löwe","10.48550/arxiv.2408.16601","","Large language models (LLMs), such as ChatGPT and Copilot, are transforming software development by automating code generation and, arguably, enable rapid prototyping, support education, and boost productivity. Therefore, correctness and quality of the generated code should be on par with manually written code. To assess the current state of LLMs in generating correct code of high quality, we conducted controlled experiments with ChatGPT and Copilot: we let the LLMs generate simple algorithms in Java and Python along with the corresponding unit tests and assessed the correctness and the quality (coverage) of the generated (test) codes. We observed significant differences between the LLMs, between the languages, between algorithm and test codes, and over time. The present paper reports these results together with the experimental methods allowing repeated and comparable assessments for more algorithms, languages, and LLMs over time. ","This study evaluates the correctness and quality of code generated by large language models (LLMs) like ChatGPT and Copilot, comparing Java and Python algorithms and unit tests, revealing significant differences between LLMs, languages, and code types over time."
"Harnessing the Potential of Gen-AI Coding Assistants in Public Sector
  Software Development","https://scispace.com/paper/harnessing-the-potential-of-gen-ai-coding-assistants-in-2bho3vks8rk7","2024","Journal Article","","Kim Kwee Ng
Liyana Fauzi
Leon Leow
J Ng","10.48550/arxiv.2409.17434","","The study on GitHub Copilot by GovTech Singapore's Engineering Productivity Programme (EPP) reveals significant potential for AI Code Assistant tools to boost developer productivity and improve application quality in the public sector. Highlighting the substantial benefits for the public sector, the study observed an increased productivity (coding / tasks speed increased by 21-28%), which translates into accelerated development, and quicker go-to-market, with a notable consensus (95%) that the tool increases developer satisfaction. Particularly, junior developers experienced considerable efficiency gains and reduced coding times, illustrating Copilot's capability to enhance job satisfaction by easing routine tasks. This advancement allows for a sharper focus on complex projects, faster learning, and improved code quality. Recognising the strategic importance of these tools, the study recommends the development of an AI Framework to maximise such benefits while cautioning against potential over-reliance without solid foundational programming skills. It also advises public sector developers to classify their code as ""Open"" to use Gen-AI Coding Assistant tools on the Cloud like GitHub Copilot and to consider self-hosted tools like Codeium or Code Llama for confidential code to leverage technology efficiently within the public sector framework. With up to 8,000 developers, comprising both public officers and vendors developing applications for the public sector and its customers, there is significant potential to enhance productivity. ","A study on GitHub Copilot by GovTech Singapore's EPP reveals significant potential for AI Code Assistants to boost developer productivity and quality in the public sector, with 95% consensus on increased developer satisfaction and 21-28% productivity gains."
"Exploring the Use of Generative AI in Software Development: A Preliminary Study","https://scispace.com/paper/exploring-the-use-of-generative-ai-in-software-development-a-ieljuelpcfsi","2025","Repository","","Farhanna Mar'i
Paramitha Nerisafitra
Susi Marianingsih
Surya Hanjaya
Yanti Aisyah
Dea Primatama
Deni Sutaji","10.1051/e3sconf/202564504002/pdf","","Generative AI is an innovative technology in the current era of artificial intelligence. Generative AI is used in all fields, including software development. A preliminary study is needed to determine the role, challenges, and future research agenda to determine the research gap in this topic. Based on the results of the preliminary study that has been conducted, 61 related articles were found discussing the implementation of generative AI in software development, the challenges of implementing generative AI in the context of reliability, security, and bias, and future trends in its implementation. Bibliometric analysis has also been conducted to determine keyword co-occurrence for exploring related terms in each cluster. A theoretical systematic literature review was undertaken using articles filtered using the PRISMA framework to answer this study’s research question. Based on the results of the preliminary study, it can be seen that the application of Generative AI in software development is very significant and has the potential for further development. ",""
"Human-AI Pair Programming: Evaluating Trust, Efficiency, and Defect Incidence","https://scispace.com/paper/human-ai-pair-programming-evaluating-trust-efficiency-and-3coytp3tmf42","2025","Repository","","Arjun Deshraje Urs","10.5281/zenodo.16501130","","The advent of human-AI pair programming, characterized by collaborative interactions between developers and intelligent code assistants such as GitHub Copilot and Amazon CodeWhisperer, represents a pivotal shift in software engineering practices. This study presents an empirical investigation into the influence of these AI copilots on trust calibration, task efficiency, error proliferation, and the onboarding of software engineers. Utilizing a mixed-methods approach with 72 participants across three experience levels, we conducted a within-subjects experiment comparing solo programming with AI-assisted development. While AI copilots enhance code generation velocity by 19.7% on average, they concurrently increase defect rates by 71% among novice developers (p < 0.001). These insights illuminate pathways toward the design of more reliable, interpretable AI assistants and highlight the need for experience-dependent training approaches. ",""
"Using artificial intelligence in software development processes: achievements and challenges","https://scispace.com/paper/using-artificial-intelligence-in-software-development-e4n81ocwru4z","2025","Journal Article","Sustainable Engineering and Innovation","Vladyslav Kozub
Valentyn Druzhynin
Diana Trufanova
Pavlo Ihnatenko
Kateryna Kolos
Vladyslav Kozub
Valentyn Druzhynin
Diana Trufanova
Pavlo Ihnatenko
Kateryna Kolos","10.37868/sei.v7i2.id526","","This study consolidates contemporary methodologies for applying artificial intelligence in software engineering. Using the PRISMA protocol, an analysis of 60 peer-reviewed publications was conducted. Findings indicate that the use of generative tools (such as GitHub Copilot), AI-based testing platforms (like Testim.io and Diffblue), and DevOps automation systems (e.g., Harness.io) can lead to a 20–40% reduction in development time, while also enhancing code quality and minimizing errors. A key academic contribution of the research is the introduction of a three-tier classification of integration barriers – technical, organizational, and legal – that hinder the seamless adoption of AI technologies within the Software Development Life Cycle (SDLC), as well as the lack of standardized methodologies. The recommendations provided in this work are particularly relevant to software engineers, IT project leaders, and academic researchers, as they address crucial concerns related to model interpretability, system instability, the absence of unified standards, and regulatory ambiguity. The practical relevance of the study lies in presenting actionable strategies for the responsible, scalable, and ethically grounded deployment of AI-driven tools in industrial, academic, and research settings. ","This study analyzes 60 peer-reviewed publications on AI in software engineering, finding 20-40% development time reduction and improved code quality, but also identifies technical, organizational, and legal barriers to AI adoption in SDLC."
"Ai-assisted code generation and optimization: leveraging machine learning to enhance software development processes","https://scispace.com/paper/ai-assisted-code-generation-and-optimization-leveraging-xcjqdk08vd","2020","Journal Article","Deleted Journal","Swamy Prasadarao Velaga","10.26662/ijiert.v7i09.pp177-186","","The aim of this paper is to explore the AI-Driven Code Generation and Optimization. The continuous evolution of code generators has also opened up new possibilities for automating repetitive tasks, allowing for greater focus on high-level problem-solving and design rather than low-level implementation details. As technology continues to advance, the role of code generators in software development is expected to expand even further, offering innovative solutions to the challenges of tomorrow's computing landscape. Whether the ultimate vision is that of a programmer taking ""creative coding"" to the next level, the expert use of specialized DSLs, or automated software development, we believe that the pathway to practical realization is indeed in their enclosure [1]. Within this context, it is evident that the integration of AI methodologies and flex space technologies is a significant area of interest for researchers, as it presents numerous opportunities for continued innovation and advancement in the field. As we delve deeper into the intricacies of code generation and optimization techniques, it becomes increasingly apparent that further exploration and refinement are crucial in order to unlock the full potential of these cutting-edge AI-driven approaches. Additionally, the identification and proactive mitigation of challenges inherent in the convergence of AI and flex space are pivotal to ensuring the successful development and deployment of impactful solutions. Through a nuanced understanding of these critical domains, researchers and practitioners can work towards realizing the transformative possibilities that lie at the intersection of AI and flex space technologies [1]. By addressing the complexities and nuances associated with these advanced methodologies, we can facilitate the evolution of programming practices and software development processes, ultimately leading to the materialization of the envisioned creative and efficient computing ecosystems. ","By addressing the complexities and nuances associated with these advanced methodologies, researchers and practitioners can facilitate the evolution of programming practices and software development processes, ultimately leading to the materialization of the envisioned creative and efficient computing ecosystems."
"AI-driven software engineering","https://scispace.com/paper/ai-driven-software-engineering-3ra6h6g40q","2023","Journal Article","","Josh Mahmood Ali","10.54254/2977-3903/3/2023030","","The intersection of artificial intelligence (AI) and software engineering marks a transformative phase in the technology industry. This paper delves into AI-driven software engineering, exploring its methodologies, implications, challenges, and benefits. Drawing from data sources such as GitHub and Bitbucket and insights from industry experts, the study offers a comprehensive view of the current landscape. While the results indicate a promising uptrend in the integration of AI techniques in software development, challenges like model interpretability, ethical concerns, and integration complexities emerge as significant. Nevertheless, the transformative potential of AI within software engineering is profound, ushering in new paradigms of efficiency, innovation, and user experience. The study concludes by emphasizing the need for further research, better tooling, ethical guidelines, and education to fully harness the potential of AI-driven software engineering.","The study concludes by emphasizing the need for further research, better tooling, ethical guidelines, and education to fully harness the potential of AI-driven software engineering."
"Generative AI for Pull Request Descriptions: Adoption, Impact, and Developer Interventions","https://scispace.com/paper/generative-ai-for-pull-request-descriptions-adoption-impact-u1fsc6zqwbg9","2024","Repository","","Xiao Tao
Hata, Hideaki
Treude, Christoph
Matsumoto Ken-ichi","10.48550/arxiv.2402.08967","","GitHub's Copilot for Pull Requests (PRs) is a promising service aiming to automate various developer tasks related to PRs, such as generating summaries of changes or providing complete walkthroughs with links to the relevant code. As this innovative technology gains traction in the Open Source Software (OSS) community, it is crucial to examine its early adoption and its impact on the development process. Additionally, it offers a unique opportunity to observe how developers respond when they disagree with the generated content. In our study, we employ a mixed-methods approach, blending quantitative analysis with qualitative insights, to examine 18,256 PRs in which parts of the descriptions were crafted by generative AI. Our findings indicate that: (1) Copilot for PRs, though in its infancy, is seeing a marked uptick in adoption. (2) PRs enhanced by Copilot for PRs require less review time and have a higher likelihood of being merged. (3) Developers using Copilot for PRs often complement the automated descriptions with their manual input. These results offer valuable insights into the growing integration of generative AI in software development. ",""
"The Impact of AI on Developer Productivity: Evidence from GitHub Copilot","https://scispace.com/paper/the-impact-of-ai-on-developer-productivity-evidence-from-1dvksse7","2023","Journal Article","arXiv.org","Sida Peng
Eirini Kalliamvakou
Peter Cihon
Mert Demirer","10.48550/arXiv.2302.06590","","Generative AI tools hold promise to increase human productivity. This paper presents results from a controlled experiment with GitHub Copilot, an AI pair programmer. Recruited software developers were asked to implement an HTTP server in JavaScript as quickly as possible. The treatment group, with access to the AI pair programmer, completed the task 55.8% faster than the control group. Observed heterogenous effects show promise for AI pair programmers to help people transition into software development careers.","In this article , the authors present results from a controlled experiment with GitHub Copilot, an AI pair programmer, who was asked to implement an HTTP server in JavaScript as quickly as possible."
"The SPACE of AI: Real-World Lessons on AI's Impact on Developers","https://scispace.com/paper/the-space-of-ai-real-world-lessons-on-ai-s-impact-on-85gfxj97kxhx","2025","Journal Article","arXiv.org","Brian Houck
Travis Lowdermilk
Cody Beyer
Steven Clarke
Ben Hanrahan","10.48550/arxiv.2508.00178","","As artificial intelligence (AI) tools become increasingly embedded in software development workflows, questions persist about their true impact on developer productivity and experience. This paper presents findings from a mixed-methods study examining how developers perceive AI's influence across the dimensions of the SPACE framework: Satisfaction, Performance, Activity, Collaboration and Efficiency. Drawing on survey responses from over 500 developers and qualitative insights from interviews and observational studies, we find that AI is broadly adopted and widely seen as enhancing productivity, particularly for routine tasks. However, the benefits vary, depending on task complexity, individual usage patterns, and team-level adoption. Developers report increased efficiency and satisfaction, with less evidence of impact on collaboration. Organizational support and peer learning play key roles in maximizing AI's value. These findings suggest that AI is augmenting developers rather than replacing them, and that effective integration depends as much on team culture and support structures as on the tools themselves. We conclude with practical recommendations for teams, organizations and researchers seeking to harness AI's potential in software engineering.","This study examines AI's impact on developers' productivity and experience, finding AI enhances efficiency and satisfaction, particularly for routine tasks, but benefits vary by task complexity, usage, and team adoption, highlighting the importance of organizational support and peer learning."
"Enhancing Software Engineering with AI: Key Insights from ChatGPT","https://scispace.com/paper/enhancing-software-engineering-with-ai-key-insights-from-5jbupgxwfcx7","2024","Proceedings Article","","Ahmad Al‐Ahmad
Hasan Kahtan
Luay Tahat
Tarek Tahat","10.1109/dasa63652.2024.10836262","","Artificial intelligence (AI) is currently a prominent topic in the field of software engineering. AI has greatly transformed software engineering by providing advanced tools that may boost the effectiveness and efficiency of various stages of the system development life cycle. In this paper, we examine the role of AI by focusing primarily on ChatGPT, an OpenAI language model. The research explores how ChatGPT can assist in software engineering tasks such as code generation, bug fixing, and documentation development. Through an analysis of real-world scenarios, the case study highlights the benefits and challenges of using AI tools in these three areas. The findings show that although AI can accelerate the output and simplify processes, its application must be carefully considered because it has issues in terms of lack of context awareness regarding performance considerations, project-specific requirements, its inability to access real-time logs or inspect environments, and its tendency to produce documentation that doesn't capture the necessary details for complex systems.","This paper explores AI's role in software engineering, focusing on ChatGPT's capabilities in code generation, bug fixing, and documentation development, highlighting benefits and challenges, including context awareness and performance limitations."
"Artificial Intelligence in Software Development: A Review of Code Generation, Testing, Maintenance and Security","https://scispace.com/paper/artificial-intelligence-in-software-development-a-review-of-juinunehbvib","2025","Repository","","Ms. Prajakta Sudhir Khade
Dr. Rajeshkumar U. Sambhe","10.5281/zenodo.15173328","","&lt;h4&gt;Abstract :&lt;/h4&gt; &lt;p&gt;Artificial Intelligence (AI) is transforming software development by automating key processes such as code generation, testing, maintenance, and security. AI-powered tools like OpenAI Codex, GitHub Copilot, and DeepMind AlphaCode are revolutionizing programming by enhancing efficiency, reducing errors, and accelerating development cycles. Similarly, AI-driven testing frameworks improve bug detection, security analysis, and software performance optimization. This review explores recent advancements in AI-driven software development, analyzing its benefits, challenges, and ethical considerations. Additionally, it examines AI&rsquo;s role in cybersecurity, low-code/no-code development, and workforce transformation. The paper concludes by discussing future research directions and the balance between automation and human oversight in AI-assisted software engineering.&lt;/p&gt; ",""
"In-IDE Code Generation from Natural Language: Promise and Challenges","https://scispace.com/paper/in-ide-code-generation-from-natural-language-promise-and-1s7u3sl3","2022","Journal Article","ACM Transactions on Software Engineering and Methodology","","10.1145/3487569","","A great part of software development involves conceptualizing or communicating the underlying procedures and logic that needs to be expressed in programs. One major difficulty of programming is turning concept into code , especially when dealing with the APIs of unfamiliar libraries. Recently, there has been a proliferation of machine learning methods for code generation and retrieval from natural language queries , but these have primarily been evaluated purely based on retrieval accuracy or overlap of generated code with developer-written code, and the actual effect of these methods on the developer workflow is surprisingly unattested. In this article, we perform the first comprehensive investigation of the promise and challenges of using such technology inside the PyCharm IDE, asking, “At the current state of technology does it improve developer productivity or accuracy, how does it affect the developer experience, and what are the remaining gaps and challenges?” To facilitate the study, we first develop a plugin for the PyCharm IDE that implements a hybrid of code generation and code retrieval functionality, and we orchestrate virtual environments to enable collection of many user events (e.g., web browsing, keystrokes, fine-grained code edits). We ask developers with various backgrounds to complete 7 varieties of 14 Python programming tasks ranging from basic file manipulation to machine learning or data visualization, with or without the help of the plugin. While qualitative surveys of developer experience are largely positive, quantitative results with regards to increased productivity, code quality, or program correctness are inconclusive. Further analysis identifies several pain points that could improve the effectiveness of future machine learning-based code generation/retrieval developer assistants and demonstrates when developers prefer code generation over code retrieval and vice versa. We release all data and software to pave the road for future empirical studies on this topic, as well as development of better code generation models. ","In this paper , a plugin for the PyCharm IDE implements a hybrid of code generation and code retrieval functionality, and orchestrate virtual environments to enable collection of many user events (e.g., web browsing, keystrokes, fine-grained code edits)."
"Exploring AI Innovations in Automated Software Source Code Generation: Progress, Hurdles, and Future Paths","https://scispace.com/paper/exploring-ai-innovations-in-automated-software-source-code-20twk0wn11","2024","Journal Article","Informatica","Ayman Odeh","10.31449/inf.v48i8.5291","",",",""
"Case study: using AI-assisted code generation in mobile teams","https://scispace.com/paper/case-study-using-ai-assisted-code-generation-in-mobile-teams-4t3vxh480n","2023","Journal Article","","Mircea-Serban Vasiliniuc
Adrian Groza","10.1109/iccp60212.2023.10398656","","We evaluate the performance of AI-assisted programming in mobile development teams that are focused on native mobile languages like Kotlin and Swift. The case study involves 16 participants and 2 technical reviewers, from a software development department and it is designed to understand the impact of using Large Language Models trained for code generation in particular phases of the team, more specifically, technical onboarding and technical stack switch. The study uses technical problems dedicated to each phase and requests solutions from the participants with and without using AI-Code generators. It measures time, correctness, and ‘technical integration’ using a new proposed metric ReviewerScore, extracted from industry standards, the code reviewer of merge/pull requests.The output is converted and analyzed together with feedback from the participants in an attempt to determine if using AI-assisted programming tools will have an impact on getting developers onboard in a project or helping them with a smooth transition between the two native development environments of mobile development, Android and iOS. The study was performed between May and June 2023 with members of the mobile department of a software development company based in Cluj-Napoca, with Romanian ownership and management. ","The study investigates the impact of AI-assisted code generation on mobile development teams using Kotlin and Swift. It explores its effectiveness in technical onboarding and stack switching phases."
"The Effects of GitHub Copilot on Computing Students' Programming Effectiveness, Efficiency, and Processes in Brownfield Programming Tasks","https://scispace.com/paper/the-effects-of-github-copilot-on-computing-students-v3m81mb2yk5r","2025","Journal Article","","Shihab, Md. Istiak Hossain
Haque, Summit","10.48550/arxiv.2506.10051","","When graduates of computing degree programs enter the software industry, they will most likely join teams working on legacy code bases developed by people other than themselves. In these so-called brownfield software development settings, generative artificial intelligence (GenAI) coding assistants like GitHub Copilot are rapidly transforming software development practices, yet the impact of GenAI on student programmers performing brownfield development tasks remains underexplored. This paper investigates how GitHub Copilot influences undergraduate students' programming performance, behaviors, and understanding when completing brownfield programming tasks in which they add new code to an unfamiliar code base. We conducted a controlled experiment in which 10 undergraduate computer science students completed highly similar brownfield development tasks with and without Copilot in a legacy web application. Using a mixed-methods approach combining performance analysis, behavioral analysis, and exit interviews, we found that students completed tasks 35% faster (p &lt; 0.05) and made 50% more solution progress p (&lt; 0.05) when using Copilot. Moreover, our analysis revealed that, when using Copilot, students spent 11% less time manually writing code (p &lt; 0.05), and 12% less time conducting web searches (p &lt; 0.05), providing evidence of a fundamental shift in how they engaged in programming. In exit interviews, students reported concerns about not understanding how or why Copilot suggestions work. This research suggests the need for computing educators to develop new pedagogical approaches that leverage GenAI assistants' benefits while fostering reflection on how and why GenAI suggestions address brownfield programming tasks. Complete study results and analysis are presented at https://ghcopilot-icer.github.io/. ",""
"Code at the Speed of Thought: Exploring the Impact of AI on Coding Practices","https://scispace.com/paper/code-at-the-speed-of-thought-exploring-the-impact-of-ai-on-xj6at94u6vxv","2024","Journal Article","","","10.6084/m9.figshare.25664439","","This article examines the transformative impact of Artificial Intelligence (AI) on coding practices, focusing on AI-driven code generation and its integration within software development workflows. As AI technology evolves, its application in coding has transcended traditional task automation, becoming a crucial tool for enhancing productivity, fostering innovation, and facilitating a deeper integration between design and development phases. We explore the capabilities of AI coding tools, which range from automating mundane coding tasks to generating code from visual designs, thereby streamlining the transition from concept to functional software. The paper also addresses the dual-edged sword of AI integration, highlighting the potential challenges such as ethical concerns, data security, and the need for significant upskilling of the workforce. Through a comprehensive analysis, this manuscript offers insights into how AI is not only reshaping coding practices but also setting the stage for future advancements that could revolutionize software development. The findings emphasize AI's role as a catalyst for change, enhancing human capabilities and paving the way for more innovative, efficient, and collaborative development environments. This article contributes to the discourse on AI’s evolving role in technology, providing valuable perspectives for both practitioners and researchers in the field of software development and artificial intelligence.<br> ",""
"Evaluating the Code Quality of AI-Assisted Code Generation Tools: An
  Empirical Study on GitHub Copilot, Amazon CodeWhisperer, and ChatGPT","https://scispace.com/paper/evaluating-the-code-quality-of-ai-assisted-code-generation-5zgvpcim","2023","Posted Content","","","10.48550/arxiv.2304.10778","","Context: AI-assisted code generation tools have become increasingly prevalent in software engineering, offering the ability to generate code from natural language prompts or partial code inputs. Notable examples of these tools include GitHub Copilot, Amazon CodeWhisperer, and OpenAI's ChatGPT. Objective: This study aims to compare the performance of these prominent code generation tools in terms of code quality metrics, such as Code Validity, Code Correctness, Code Security, Code Reliability, and Code Maintainability, to identify their strengths and shortcomings. Method: We assess the code generation capabilities of GitHub Copilot, Amazon CodeWhisperer, and ChatGPT using the benchmark HumanEval Dataset. The generated code is then evaluated based on the proposed code quality metrics. Results: Our analysis reveals that the latest versions of ChatGPT, GitHub Copilot, and Amazon CodeWhisperer generate correct code 65.2%, 46.3%, and 31.1% of the time, respectively. In comparison, the newer versions of GitHub CoPilot and Amazon CodeWhisperer showed improvement rates of 18% for GitHub Copilot and 7% for Amazon CodeWhisperer. The average technical debt, considering code smells, was found to be 8.9 minutes for ChatGPT, 9.1 minutes for GitHub Copilot, and 5.6 minutes for Amazon CodeWhisperer. Conclusions: This study highlights the strengths and weaknesses of some of the most popular code generation tools, providing valuable insights for practitioners. By comparing these generators, our results may assist practitioners in selecting the optimal tool for specific tasks, enhancing their decision-making process. ","In this article , the authors compared the performance of three code generation tools in terms of code quality metrics, such as Code Validity, Code Correctness, Code Security, Code Reliability and Code Maintainability, to identify their strengths and shortcomings."
"The Role of Generative AI Tools in Application Development: A Comprehensive Review of Current Technologies and Practices","https://scispace.com/paper/the-role-of-generative-ai-tools-in-application-development-a-4rn41qu2p4q3","2024","Journal Article","","Anujkumarsinh Donvir
Sriram Panyam
Gunjan Paliwal
Praveen Gujar","10.1109/emctech63049.2024.10741797","","This paper provides a comprehensive review of the role of Generative AI (GenAI) tools in modern software application development. It highlights the advancements in machine learning, natural language processing, and neural network architectures that have enabled the evolution of GenAI tools from basic code generation and assistance to fully autonomous software development capabilities. Key GenAI tools like GitHub Copilot, TabNine, Cursor AI and Devin AI are examined, with a focus on their functionalities such as code generation, testing, debugging, and deployment. The paper also discusses the productivity benefits, limitations, and ethical considerations of integrating GenAI tools into the development lifecycle. The aim is to equip software developers, managers, and organizations with a deep understanding of the practical applications and future directions of GenAI in streamlining development processes.","This paper reviews the role of Generative AI tools in software development, highlighting advancements in machine learning and neural networks, and examining key tools like GitHub Copilot and TabNine, discussing productivity benefits, limitations, and ethical considerations."
"Demystifying Practices, Challenges and Expected Features of Using GitHub Copilot","https://scispace.com/paper/demystifying-practices-challenges-and-expected-features-of-ed8m3m0bsd","2023","Journal Article","International Journal of Software Engineering and Knowledge Engineering","Beiqi Zhang
Peng Liang
Xiao‐Qiu Zhou
Aakash Ahmad
Muhammad Waseem","10.1142/s0218194023410048","","With the advances in machine learning, there is a growing interest in AI-enabled tools for autocompleting source code. GitHub Copilot, also referred to as the “AI Pair Programmer”, has been trained on billions of lines of open source GitHub code, and is one of such tools that has been increasingly used since its launch in June 2021. However, little effort has been devoted to understanding the practices, challenges, and expected features of using Copilot in programming for auto-completed source code from the point of view of practitioners. To this end, we conducted an empirical study by collecting and analyzing the data from Stack Overflow (SO) and GitHub Discussions. More specifically, we searched and manually collected 303 SO posts and 927 GitHub discussions related to the usage of Copilot. We identified the programming languages, Integrated Development Environments (IDEs), technologies used with Copilot, functions implemented, benefits, limitations, and challenges when using Copilot. The results show that when practitioners use Copilot: (1) The major programming languages used with Copilot are JavaScript and Python, (2) the main IDE used with Copilot is Visual Studio Code, (3) the most common used technology with Copilot is Node.js, (4) the leading function implemented by Copilot is data processing, (5) the main purpose of users using Copilot is to help generate code, (6) the significant benefit of using Copilot is useful code generation, (7) the main limitation encountered by practitioners when using Copilot is difficulty of integration, and (8) the most common expected feature is that Copilot can be integrated with more IDEs. Our results suggest that using Copilot is like a double-edged sword, which requires developers to carefully consider various aspects when deciding whether or not to use it. Our study provides empirically grounded foundations that could inform software developers and practitioners, as well as provide a basis for future investigations on the role of Copilot as an AI pair programmer in software development. ","The use of GitHub Copilot for auto-completed source code generates a mixed bag of benefits and challenges. The tool is widely used for code generation, but integration difficulties and the need for more IDE integrations are common concerns."
